wind,energy
0.0,0
0.03003003003003003,0
0.06006006006006006,0
0.09009009009009009,0
0.12012012012012012,0
0.15015015015015015,0
0.18018018018018017,0
0.21021021021021022,0
0.24024024024024024,0
0.2702702702702703,0
0.3003003003003003,0
0.3303303303303303,0
0.36036036036036034,0
0.39039039039039036,0
0.42042042042042044,0
0.45045045045045046,0
0.4804804804804805,0
0.5105105105105106,0
0.5405405405405406,0
0.5705705705705706,0
0.6006006006006006,0
0.6306306306306306,0
0.6606606606606606,0
0.6906906906906907,0
0.7207207207207207,0
0.7507507507507507,0
0.7807807807807807,0
0.8108108108108109,0
0.8408408408408409,0
0.8708708708708709,0
0.9009009009009009,0
0.9309309309309309,0
0.960960960960961,0
0.990990990990991,0
1.021021021021021,0
1.0510510510510511,0
1.0810810810810811,0
1.1111111111111112,0
1.1411411411411412,0
1.1711711711711712,0
1.2012012012012012,0
1.2312312312312312,0
1.2612612612612613,0
1.2912912912912913,0
1.3213213213213213,0
1.3513513513513513,0
1.3813813813813813,0
1.4114114114114114,0
1.4414414414414414,0
1.4714714714714714,0
1.5015015015015014,0
1.5315315315315314,0
1.5615615615615615,0
1.5915915915915915,0
1.6216216216216217,0
1.6516516516516517,0
1.6816816816816818,0
1.7117117117117118,0
1.7417417417417418,0
1.7717717717717718,0
1.8018018018018018,0
1.8318318318318318,0
1.8618618618618619,0
1.8918918918918919,0
1.921921921921922,0
1.951951951951952,0
1.981981981981982,0
2.012012012012012,0
2.042042042042042,0
2.0720720720720722,0
2.1021021021021022,0
2.1321321321321323,0
2.1621621621621623,0
2.1921921921921923,0
2.2222222222222223,0
2.2522522522522523,0
2.2822822822822824,0
2.3123123123123124,0
2.3423423423423424,0
2.3723723723723724,0
2.4024024024024024,0
2.4324324324324325,0
2.4624624624624625,0
2.4924924924924925,0
2.5225225225225225,0
2.5525525525525525,0
2.5825825825825826,0
2.6126126126126126,0
2.6426426426426426,0
2.6726726726726726,0
2.7027027027027026,0
2.7327327327327327,0
2.7627627627627627,0
2.7927927927927927,0
2.8228228228228227,0
2.8528528528528527,0
2.8828828828828827,0
2.9129129129129128,0
2.942942942942943,0
2.972972972972973,0
3.003003003003003,0
3.033033033033033,0
3.063063063063063,0
3.093093093093093,0
3.123123123123123,0
3.153153153153153,0
3.183183183183183,0
3.2132132132132134,0
3.2432432432432434,0
3.2732732732732734,0
3.3033033033033035,0
3.3333333333333335,0
3.3633633633633635,0
3.3933933933933935,0
3.4234234234234235,0
3.4534534534534536,0
3.4834834834834836,0
3.5135135135135136,0
3.5435435435435436,0
3.5735735735735736,0
3.6036036036036037,0
3.6336336336336337,0
3.6636636636636637,0
3.6936936936936937,0
3.7237237237237237,0
3.7537537537537538,0
3.7837837837837838,0
3.813813813813814,0
3.843843843843844,0
3.873873873873874,0
3.903903903903904,0
3.933933933933934,0
3.963963963963964,0
3.993993993993994,0
4.024024024024024,253707.65113552843
4.054054054054054,263111.15579684475
4.084084084084084,272267.63286396
4.114114114114114,281189.9780445734
4.1441441441441444,289893.83164678945
4.1741741741741745,298397.70115558064
4.2042042042042045,306723.0857576147
4.2342342342342345,314894.6028144466
4.2642642642642645,322940.1162840754
4.2942942942942945,330890.8670908654
4.324324324324325,338781.6054438321
4.354354354354355,346650.7251032928
4.384384384384385,354540.3995958816
4.414414414414415,362496.72037792974
4.444444444444445,370569.8369472096
4.474474474474475,378814.0989030441
4.504504504504505,387288.16141191166
4.534534534534535,396037.60562771617
4.564564564564565,405065.19439966005
4.594594594594595,414365.9217308052
4.624624624624625,423933.8520612893
4.654654654654655,433762.0850234271
4.684684684684685,443842.71970888606
4.714714714714715,454166.81844793644
4.744744744744745,464724.37010077556
4.774774774774775,475504.2528609289
4.804804804804805,486494.196570723
4.834834834834835,497680.7445488346
4.864864864864865,509049.2149299145
4.894894894894895,520583.6615162849
4.924924924924925,532266.8341417132
4.954954954954955,544080.1385472596
4.984984984984985,556003.5957691977
5.015015015015015,568016.3356865143
5.045045045045045,580108.5785539824
5.075075075075075,592282.7185286637
5.105105105105105,604542.0392865655
5.135135135135135,616890.2022387923
5.165165165165165,629331.2600214345
5.195195195195195,641869.6701587467
5.225225225225225,654510.3088996086
5.255255255255255,667258.4852272761
5.285285285285285,680119.955042416
5.315315315315315,693100.9355194286
5.345345345345345,706208.1196360571
5.375375375375375,719448.6908762817
5.405405405405405,732830.338106503
5.435435435435435,746361.2706250086
5.465465465465465,760050.2333847289
5.495495495495495,773906.5223892775
5.525525525525525,787938.931373004
5.555555555555555,802149.9110919369
5.585585585585585,816539.2814303109
5.615615615615615,831106.761612748
5.645645645645645,845851.9733511563
5.675675675675675,860774.4381847893
5.7057057057057055,875873.5747924278
5.7357357357357355,891148.6962766802
5.7657657657657655,906599.0074204041
5.7957957957957955,922223.6019152472
5.8258258258258255,938021.4595623096
5.8558558558558556,953991.4434449263
5.885885885885886,970132.297073569
5.915915915915916,986442.6415028692
5.945945945945946,1002920.972420761
5.975975975975976,1019565.6572097451
6.006006006006006,1036374.935622395
6.036036036036036,1053347.6971345933
6.066066066066066,1070484.5161087443
6.096096096096096,1087786.2247012511
6.126126126126126,1105253.6843303815
6.156156156156156,1122887.7867741736
6.186186186186186,1140689.45528144
6.216216216216216,1158659.645695859
6.246246246246246,1176799.3475931673
6.276276276276276,1195109.5854314393
6.306306306306306,1213591.4197144697
6.336336336336336,1232245.9481682412
6.366366366366366,1251074.3069304917
6.396396396396396,1270077.6717533767
6.426426426426427,1289257.2592192201
6.456456456456457,1308614.3279693641
6.486486486486487,1328150.1799461131
6.516516516516517,1347866.149871551
6.546546546546547,1367763.3981557067
6.576576576576577,1387842.9242204218
6.606606606606607,1408105.7453164859
6.636636636636637,1428552.9036422465
6.666666666666667,1449185.4671091475
6.696696696696697,1470004.5301153725
6.726726726726727,1491011.2143276003
6.756756756756757,1512206.6694708632
6.786786786786787,1533592.074126512
6.816816816816817,1555168.636538292
6.846846846846847,1576937.5954265199
6.876876876876877,1598900.2208103712
6.906906906906907,1621057.8148382767
6.936936936936937,1643411.7126264172
6.966966966966967,1665963.2831053357
6.996996996996997,1688713.9298746495
7.027027027027027,1711664.9801999144
7.057057057057057,1734817.1791396397
7.087087087087087,1758171.0628262402
7.117117117117117,1781727.1566298602
7.147147147147147,1805485.9751794178
7.177177177177177,1829448.0222316347
7.207207207207207,1853613.7905395608
7.237237237237237,1877983.761720565
7.267267267267267,1902558.4061238295
7.297297297297297,1927338.1826973115
7.327327327327327,1952323.5388542037
7.357357357357357,1977514.9103388623
7.387387387387387,2002912.721092235
7.4174174174174174,2028517.383116761
7.4474474474474475,2054329.296340762
7.4774774774774775,2080348.8484823126
7.5075075075075075,2106576.41585912
7.5375375375375375,2133012.478259748
7.5675675675675675,2159657.7362755523
7.597597597597598,2186512.9208385036
7.627627627627628,2213578.768185236
7.657657657657658,2240856.020074076
7.687687687687688,2268345.42400435
7.717717717717718,2296047.733437959
7.747747747747748,2323963.7080232427
7.777777777777778,2352094.1138211014
7.807807807807808,2380439.7235334087
7.837837837837838,2409001.3167336914
7.867867867867868,2437779.6801000815
7.897897897897898,2466775.607650558
7.927927927927928,2495989.9009804465
7.957957957957958,2525423.369502204
7.987987987987988,2555076.8306874777
8.018018018018019,2584951.135316559
8.048048048048049,2615047.522218327
8.078078078078079,2645367.551718057
8.108108108108109,2675912.8325340115
8.138138138138139,2706685.015297357
8.168168168168169,2737685.793404739
8.198198198198199,2768916.903877491
8.228228228228229,2800380.1282275175
8.258258258258259,2832077.293329819
8.288288288288289,2864010.27230168
8.318318318318319,2896180.9853884988
8.348348348348349,2928591.400856288
8.378378378378379,2961243.535890813
8.408408408408409,2994139.4575034
8.438438438438439,3027281.283443382
8.468468468468469,3060671.183117216
8.498498498498499,3094311.3785142424
8.528528528528529,3128203.4499046123
8.558558558558559,3162345.7365853363
8.588588588588589,3196735.5069971113
8.618618618618619,3231369.874542039
8.64864864864865,3266245.794973301
8.67867867867868,3301360.063665704
8.70870870870871,3336709.3128673933
8.73873873873874,3372290.008932739
8.76876876876877,3408098.4495363706
8.7987987987988,3444130.7608684003
8.82882882882883,3480382.8948107944
8.85885885885886,3516850.6260949178
8.88888888888889,3553529.5494402507
8.91891891891892,3590415.076674258
